title,viewCount,subscriberCount,videoCount,retrievedAt
Roha ,11085981,94500,924,2023-03-14 23:05:03 UTC
Terara Network,3389313,45200,276,2023-03-14 23:05:03 UTC
Tigrai Media House,154379252,351000,5411,2023-03-14 23:05:03 UTC
Zara Media Network - ዛራ,20466691,128000,384,2023-03-14 23:05:03 UTC
Zemedkun Bekele Podcast,584721,14000,80,2023-03-14 23:05:03 UTC
ኢትዮ ሰላም  Ethio Selam,2614915,34600,111,2023-03-14 23:05:03 UTC
ዓባይ ዜና - Abbay News,17604221,335000,1146,2023-03-14 23:05:03 UTC
Abebe Belew,29485404,151000,1047,2023-03-15 23:04:35 UTC
Adebabay Media,12968215,98800,910,2023-03-15 23:04:35 UTC
Alpha Media አልፋ ሚዲያ,5049380,39300,926,2023-03-15 23:04:35 UTC
Anchor Ethiopia ,5598740,77600,204,2023-03-15 23:04:35 UTC
Andafta,268346153,888000,5935,2023-03-15 23:04:35 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,530611,14300,82,2023-03-15 23:04:35 UTC
Ashara Media - አሻራ ሚዲያ,2550903,33400,712,2023-03-15 23:04:35 UTC
EMS (Ethiopian Media Services),42988507,221000,979,2023-03-15 23:04:35 UTC
ESATtv Ethiopia,116635416,641000,7377,2023-03-15 23:04:35 UTC
ETHIO 251 MEDIA ,12523295,105000,900,2023-03-15 23:04:35 UTC
Ethio 360 Media,225994814,580000,3947,2023-03-15 23:04:35 UTC
Ethio News - ኢትዮ ኒውስ,28228783,163000,1393,2023-03-15 23:04:35 UTC
Feta Daily News,146724240,581000,959,2023-03-15 23:04:35 UTC
GEBEYANU,10252188,107000,627,2023-03-15 23:04:35 UTC
MENELIK TELEVISION 3,160692,2060,91,2023-03-15 23:04:35 UTC
Mager Media - ማገር ,1182771,22600,316,2023-03-15 23:04:35 UTC
Mengizem Media ምንጊዜም ሚዲያ,3579237,30900,1256,2023-03-15 23:04:35 UTC
OMN,109619905,511000,9584,2023-03-15 23:04:35 UTC
Reyot,42352370,189000,2044,2023-03-15 23:04:35 UTC
Roha ,11110066,94500,926,2023-03-15 23:04:35 UTC
Terara Network,3389344,45200,276,2023-03-15 23:04:35 UTC
Tigrai Media House,154413786,351000,5414,2023-03-15 23:04:35 UTC
Zara Media Network - ዛራ,20523915,128000,386,2023-03-15 23:04:35 UTC
Zemedkun Bekele Podcast,588276,14000,80,2023-03-15 23:04:35 UTC
ኢትዮ ሰላም  Ethio Selam,2615170,34600,111,2023-03-15 23:04:35 UTC
ዓባይ ዜና - Abbay News,17626035,335000,1148,2023-03-15 23:04:35 UTC
Abebe Belew,29541038,151000,1048,2023-03-16 23:04:53 UTC
Adebabay Media,12968531,98800,911,2023-03-16 23:04:53 UTC
Alpha Media አልፋ ሚዲያ,5075042,39300,930,2023-03-16 23:04:53 UTC
Anchor Ethiopia ,5708104,77700,205,2023-03-16 23:04:53 UTC
Andafta,268439293,888000,5937,2023-03-16 23:04:53 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,535063,14800,84,2023-03-16 23:04:53 UTC
Ashara Media - አሻራ ሚዲያ,2568461,33500,716,2023-03-16 23:04:53 UTC
EMS (Ethiopian Media Services),43093632,221000,983,2023-03-16 23:04:53 UTC
ESATtv Ethiopia,139599493,641000,8125,2023-03-16 23:04:53 UTC
ETHIO 251 MEDIA ,12603659,106000,902,2023-03-16 23:04:53 UTC
Ethio 360 Media,226236470,581000,3950,2023-03-16 23:04:53 UTC
Ethio News - ኢትዮ ኒውስ,28276939,163000,1396,2023-03-16 23:04:53 UTC
Feta Daily News,146856888,581000,961,2023-03-16 23:04:53 UTC
GEBEYANU,10253762,107000,627,2023-03-16 23:04:53 UTC
MENELIK TELEVISION 3,165430,2120,94,2023-03-16 23:04:53 UTC
Mager Media - ማገር ,1188985,22600,317,2023-03-16 23:04:53 UTC
Mengizem Media ምንጊዜም ሚዲያ,3583396,30900,1258,2023-03-16 23:04:53 UTC
OMN,109675895,511000,9588,2023-03-16 23:04:53 UTC
Reyot,42409462,189000,2046,2023-03-16 23:04:53 UTC
Roha ,11136429,94500,928,2023-03-16 23:04:53 UTC
Terara Network,3389383,45200,276,2023-03-16 23:04:53 UTC
Tigrai Media House,154449839,351000,5419,2023-03-16 23:04:53 UTC
Zara Media Network - ዛራ,20573596,128000,387,2023-03-16 23:04:53 UTC
Zemedkun Bekele Podcast,590479,14100,80,2023-03-16 23:04:53 UTC
ኢትዮ ሰላም  Ethio Selam,2615429,34600,111,2023-03-16 23:04:53 UTC
ዓባይ ዜና - Abbay News,17641350,335000,1150,2023-03-16 23:04:53 UTC
Abebe Belew,29581045,151000,1049,2023-03-17 23:04:40 UTC
Adebabay Media,12971861,98900,911,2023-03-17 23:04:40 UTC
Alpha Media አልፋ ሚዲያ,5095801,39400,934,2023-03-17 23:04:40 UTC
Anchor Ethiopia ,5757677,77900,208,2023-03-17 23:04:40 UTC
Andafta,268505643,889000,5941,2023-03-17 23:04:40 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,551986,15300,84,2023-03-17 23:04:40 UTC
Ashara Media - አሻራ ሚዲያ,2585337,33600,719,2023-03-17 23:04:40 UTC
EMS (Ethiopian Media Services),43199909,221000,989,2023-03-17 23:04:40 UTC
ESATtv Ethiopia,156596898,641000,8222,2023-03-17 23:04:40 UTC
ETHIO 251 MEDIA ,12651954,106000,904,2023-03-17 23:04:40 UTC
Ethio 360 Media,226441981,581000,3954,2023-03-17 23:04:40 UTC
Ethio News - ኢትዮ ኒውስ,28329129,163000,1398,2023-03-17 23:04:40 UTC
Feta Daily News,146990462,581000,963,2023-03-17 23:04:40 UTC
GEBEYANU,10254448,107000,627,2023-03-17 23:04:40 UTC
MENELIK TELEVISION 3,170701,2170,95,2023-03-17 23:04:40 UTC
Mager Media - ማገር ,1190170,22600,317,2023-03-17 23:04:40 UTC
Mengizem Media ምንጊዜም ሚዲያ,3587392,30900,1261,2023-03-17 23:04:40 UTC
OMN,109728446,511000,9593,2023-03-17 23:04:40 UTC
Reyot,42463671,189000,2047,2023-03-17 23:04:40 UTC
Roha ,11151167,94600,930,2023-03-17 23:04:40 UTC
Terara Network,3389422,45100,276,2023-03-17 23:04:40 UTC
Tigrai Media House,154489694,351000,5423,2023-03-17 23:04:40 UTC
Zara Media Network - ዛራ,20611176,128000,387,2023-03-17 23:04:40 UTC
Zemedkun Bekele Podcast,592517,14100,80,2023-03-17 23:04:40 UTC
ኢትዮ ሰላም  Ethio Selam,2615687,34700,112,2023-03-17 23:04:40 UTC
ዓባይ ዜና - Abbay News,17654045,335000,1153,2023-03-17 23:04:40 UTC
Abebe Belew,29634305,151000,1049,2023-03-18 23:04:48 UTC
Adebabay Media,12978314,98900,911,2023-03-18 23:04:48 UTC
Alpha Media አልፋ ሚዲያ,5119826,39400,938,2023-03-18 23:04:48 UTC
Anchor Ethiopia ,5807408,78300,213,2023-03-18 23:04:48 UTC
Andafta,268640058,889000,5943,2023-03-18 23:04:48 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,592108,15400,85,2023-03-18 23:04:48 UTC
Ashara Media - አሻራ ሚዲያ,2607194,33600,721,2023-03-18 23:04:48 UTC
EMS (Ethiopian Media Services),43338304,221000,991,2023-03-18 23:04:48 UTC
ESATtv Ethiopia,157623257,641000,8227,2023-03-18 23:04:48 UTC
ETHIO 251 MEDIA ,12713394,106000,906,2023-03-18 23:04:48 UTC
Ethio 360 Media,226686140,581000,3958,2023-03-18 23:04:48 UTC
Ethio News - ኢትዮ ኒውስ,28390382,163000,1401,2023-03-18 23:04:48 UTC
Feta Daily News,147109746,582000,965,2023-03-18 23:04:48 UTC
GEBEYANU,10255107,107000,627,2023-03-18 23:04:48 UTC
MENELIK TELEVISION 3,175268,2260,98,2023-03-18 23:04:48 UTC
Mager Media - ማገር ,1191725,22600,318,2023-03-18 23:04:48 UTC
Mengizem Media ምንጊዜም ሚዲያ,3590340,30900,1263,2023-03-18 23:04:48 UTC
OMN,109791785,511000,9598,2023-03-18 23:04:48 UTC
Reyot,42521704,189000,2049,2023-03-18 23:04:48 UTC
Roha ,11172051,94600,932,2023-03-18 23:04:48 UTC
Terara Network,3389464,45100,276,2023-03-18 23:04:48 UTC
Tigrai Media House,154534661,351000,5428,2023-03-18 23:04:48 UTC
Zara Media Network - ዛራ,20632115,128000,389,2023-03-18 23:04:48 UTC
Zemedkun Bekele Podcast,593704,14100,80,2023-03-18 23:04:48 UTC
ኢትዮ ሰላም  Ethio Selam,2621634,34700,112,2023-03-18 23:04:48 UTC
ዓባይ ዜና - Abbay News,17666583,335000,1155,2023-03-18 23:04:48 UTC
Abebe Belew,29681393,151000,1050,2023-03-19 23:04:45 UTC
Adebabay Media,12980629,98900,911,2023-03-19 23:04:45 UTC
Alpha Media አልፋ ሚዲያ,5139250,39400,941,2023-03-19 23:04:45 UTC
Anchor Ethiopia ,5930776,78400,213,2023-03-19 23:04:45 UTC
Andafta,268764421,889000,5945,2023-03-19 23:04:45 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,601111,15500,85,2023-03-19 23:04:45 UTC
Ashara Media - አሻራ ሚዲያ,2620831,33800,723,2023-03-19 23:04:45 UTC
EMS (Ethiopian Media Services),43424272,221000,993,2023-03-19 23:04:45 UTC
ESATtv Ethiopia,157635051,641000,8230,2023-03-19 23:04:45 UTC
ETHIO 251 MEDIA ,12772909,107000,907,2023-03-19 23:04:45 UTC
Ethio 360 Media,226932126,581000,3960,2023-03-19 23:04:45 UTC
Ethio News - ኢትዮ ኒውስ,28442098,163000,1401,2023-03-19 23:04:45 UTC
Feta Daily News,147244756,582000,966,2023-03-19 23:04:45 UTC
GEBEYANU,10255526,107000,627,2023-03-19 23:04:45 UTC
MENELIK TELEVISION 3,182039,2290,98,2023-03-19 23:04:45 UTC
Mager Media - ማገር ,1193474,22600,318,2023-03-19 23:04:45 UTC
Mengizem Media ምንጊዜም ሚዲያ,3594395,30900,1265,2023-03-19 23:04:45 UTC
OMN,109855829,512000,9601,2023-03-19 23:04:45 UTC
Reyot,42574890,189000,2049,2023-03-19 23:04:45 UTC
Roha ,11185311,94600,933,2023-03-19 23:04:45 UTC
Terara Network,3389502,45100,276,2023-03-19 23:04:45 UTC
Tigrai Media House,154611026,351000,5429,2023-03-19 23:04:45 UTC
Zara Media Network - ዛራ,20667301,128000,391,2023-03-19 23:04:45 UTC
Zemedkun Bekele Podcast,594231,14100,80,2023-03-19 23:04:45 UTC
ኢትዮ ሰላም  Ethio Selam,2640871,34800,112,2023-03-19 23:04:45 UTC
ዓባይ ዜና - Abbay News,17683487,335000,1156,2023-03-19 23:04:45 UTC
Abebe Belew,29720582,151000,1051,2023-03-20 23:04:40 UTC
Adebabay Media,12983260,99000,912,2023-03-20 23:04:40 UTC
Alpha Media አልፋ ሚዲያ,5153698,39400,944,2023-03-20 23:04:40 UTC
Anchor Ethiopia ,5959800,78500,214,2023-03-20 23:04:40 UTC
Andafta,268829307,889000,5948,2023-03-20 23:04:40 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,606077,15500,85,2023-03-20 23:04:40 UTC
Ashara Media - አሻራ ሚዲያ,2645323,33800,727,2023-03-20 23:04:40 UTC
EMS (Ethiopian Media Services),43469446,221000,996,2023-03-20 23:04:40 UTC
ESATtv Ethiopia,157648959,641000,8237,2023-03-20 23:04:40 UTC
ETHIO 251 MEDIA ,12843813,107000,908,2023-03-20 23:04:40 UTC
Ethio 360 Media,227165668,581000,3963,2023-03-20 23:04:40 UTC
Ethio News - ኢትዮ ኒውስ,28455220,163000,1403,2023-03-20 23:04:40 UTC
EthioTube,40290812,223000,1748,2023-03-20 23:04:40 UTC
Feta Daily News,147379569,582000,968,2023-03-20 23:04:40 UTC
GEBEYANU,10255881,107000,627,2023-03-20 23:04:40 UTC
MENELIK TELEVISION 3,184606,2330,101,2023-03-20 23:04:40 UTC
Mager Media - ማገር ,1194589,22700,318,2023-03-20 23:04:40 UTC
Mengizem Media ምንጊዜም ሚዲያ,3600366,31000,1268,2023-03-20 23:04:40 UTC
OMN,109910466,512000,9604,2023-03-20 23:04:40 UTC
Reyot,42618871,189000,2050,2023-03-20 23:04:40 UTC
Roha ,11198685,94600,935,2023-03-20 23:04:40 UTC
Terara Network,3389539,45100,276,2023-03-20 23:04:40 UTC
Tigrai Media House,154655838,351000,5432,2023-03-20 23:04:40 UTC
Zara Media Network - ዛራ,20729475,128000,392,2023-03-20 23:04:40 UTC
Zemedkun Bekele Podcast,594767,14100,80,2023-03-20 23:04:40 UTC
ኢትዮ ሰላም  Ethio Selam,2644907,35000,113,2023-03-20 23:04:40 UTC
ዓባይ ዜና - Abbay News,17697397,335000,1159,2023-03-20 23:04:40 UTC
Abebe Belew,29762116,151000,1051,2023-03-21 23:04:32 UTC
Adebabay Media,12996220,99100,912,2023-03-21 23:04:32 UTC
Alpha Media አልፋ ሚዲያ,5178969,39500,947,2023-03-21 23:04:32 UTC
Anchor Ethiopia ,5990213,78700,220,2023-03-21 23:04:32 UTC
Andafta,268912741,889000,5951,2023-03-21 23:04:32 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,609739,15600,85,2023-03-21 23:04:32 UTC
Ashara Media - አሻራ ሚዲያ,2669348,33900,731,2023-03-21 23:04:32 UTC
EMS (Ethiopian Media Services),43542896,221000,1001,2023-03-21 23:04:32 UTC
ESATtv Ethiopia,157663890,641000,8241,2023-03-21 23:04:32 UTC
ETHIO 251 MEDIA ,12939426,108000,909,2023-03-21 23:04:32 UTC
Ethio 360 Media,227378016,581000,3967,2023-03-21 23:04:32 UTC
Ethio News - ኢትዮ ኒውስ,28501063,163000,1406,2023-03-21 23:04:32 UTC
EthioTube,40292707,224000,1748,2023-03-21 23:04:32 UTC
Feta Daily News,147517304,582000,970,2023-03-21 23:04:32 UTC
GEBEYANU,10256242,107000,628,2023-03-21 23:04:32 UTC
MENELIK TELEVISION 3,188701,2400,103,2023-03-21 23:04:32 UTC
Mager Media - ማገር ,1195024,22700,318,2023-03-21 23:04:32 UTC
Mengizem Media ምንጊዜም ሚዲያ,3607402,31000,1269,2023-03-21 23:04:32 UTC
OMN,109962635,512000,9610,2023-03-21 23:04:32 UTC
Reyot,42655709,189000,2052,2023-03-21 23:04:32 UTC
Roha ,11221395,94600,937,2023-03-21 23:04:32 UTC
Terara Network,3389576,45100,276,2023-03-21 23:04:32 UTC
Tigrai Media House,154691537,351000,5435,2023-03-21 23:04:32 UTC
Zara Media Network - ዛራ,20792951,128000,394,2023-03-21 23:04:32 UTC
ኢትዮ ሰላም  Ethio Selam,2665314,35500,114,2023-03-21 23:04:32 UTC
ዓባይ ዜና - Abbay News,17715598,335000,1161,2023-03-21 23:04:32 UTC
Abebe Belew,29797682,151000,1052,2023-03-22 23:04:37 UTC
Adebabay Media,13001833,99100,912,2023-03-22 23:04:37 UTC
Alpha Media አልፋ ሚዲያ,5199567,39500,951,2023-03-22 23:04:37 UTC
Anchor Ethiopia ,6092317,78800,221,2023-03-22 23:04:37 UTC
Andafta,269017979,889000,5955,2023-03-22 23:04:37 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,612053,15600,85,2023-03-22 23:04:37 UTC
Ashara Media - አሻራ ሚዲያ,2690970,34000,734,2023-03-22 23:04:37 UTC
EMS (Ethiopian Media Services),43662695,222000,1006,2023-03-22 23:04:37 UTC
ESATtv Ethiopia,157675306,641000,8758,2023-03-22 23:04:37 UTC
ETHIO 251 MEDIA ,12983351,108000,909,2023-03-22 23:04:37 UTC
Ethio 360 Media,227630952,581000,3971,2023-03-22 23:04:37 UTC
Ethio News - ኢትዮ ኒውስ,28544908,163000,1409,2023-03-22 23:04:37 UTC
EthioTube,40294376,224000,1748,2023-03-22 23:04:37 UTC
Feta Daily News,147653720,582000,972,2023-03-22 23:04:37 UTC
GEBEYANU,10257247,107000,630,2023-03-22 23:04:37 UTC
MENELIK TELEVISION 3,193264,2440,105,2023-03-22 23:04:37 UTC
Mager Media - ማገር ,1195399,22700,318,2023-03-22 23:04:37 UTC
Mengizem Media ምንጊዜም ሚዲያ,3612106,31000,1274,2023-03-22 23:04:37 UTC
OMN,110013915,512000,9616,2023-03-22 23:04:37 UTC
Reyot,42700752,189000,2054,2023-03-22 23:04:37 UTC
Roha ,11238265,94600,939,2023-03-22 23:04:37 UTC
Terara Network,3389602,45100,276,2023-03-22 23:04:37 UTC
Tigrai Media House,154742462,351000,5443,2023-03-22 23:04:37 UTC
Zara Media Network - ዛራ,20845057,128000,396,2023-03-22 23:04:37 UTC
ኢትዮ ሰላም  Ethio Selam,2709302,35800,115,2023-03-22 23:04:37 UTC
ዓባይ ዜና - Abbay News,17727868,335000,1163,2023-03-22 23:04:37 UTC
Abebe Belew,29818043,151000,1053,2023-03-23 23:05:03 UTC
Adebabay Media,13008085,99200,912,2023-03-23 23:05:03 UTC
Alpha Media አልፋ ሚዲያ,5219857,39500,955,2023-03-23 23:05:03 UTC
Anchor Ethiopia ,6148836,79000,223,2023-03-23 23:05:03 UTC
Andafta,269141422,889000,5959,2023-03-23 23:05:03 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,614106,15600,85,2023-03-23 23:05:03 UTC
Ashara Media - አሻራ ሚዲያ,2716411,34100,738,2023-03-23 23:05:03 UTC
EMS (Ethiopian Media Services),43752080,222000,1012,2023-03-23 23:05:03 UTC
ESATtv Ethiopia,197268214,641000,8763,2023-03-23 23:05:03 UTC
ETHIO 251 MEDIA ,13017903,108000,909,2023-03-23 23:05:03 UTC
Ethio 360 Media,227860059,581000,3973,2023-03-23 23:05:03 UTC
Ethio News - ኢትዮ ኒውስ,28611184,163000,1412,2023-03-23 23:05:03 UTC
EthioTube,40296518,224000,1749,2023-03-23 23:05:03 UTC
Feta Daily News,147775172,582000,974,2023-03-23 23:05:03 UTC
GEBEYANU,10258234,107000,632,2023-03-23 23:05:03 UTC
MENELIK TELEVISION 3,197734,2460,106,2023-03-23 23:05:03 UTC
Mager Media - ማገር ,1195639,22700,318,2023-03-23 23:05:03 UTC
Mengizem Media ምንጊዜም ሚዲያ,3615702,31000,1276,2023-03-23 23:05:03 UTC
OMN,110061360,512000,9622,2023-03-23 23:05:03 UTC
Reyot,42763807,189000,2055,2023-03-23 23:05:03 UTC
Roha ,11253318,94700,942,2023-03-23 23:05:03 UTC
Terara Network,3389634,45100,276,2023-03-23 23:05:03 UTC
Tigrai Media House,154798005,351000,5445,2023-03-23 23:05:03 UTC
Zara Media Network - ዛራ,20895398,128000,397,2023-03-23 23:05:03 UTC
ኢትዮ ሰላም  Ethio Selam,2743438,36000,115,2023-03-23 23:05:03 UTC
ዓባይ ዜና - Abbay News,17742226,335000,1165,2023-03-23 23:05:03 UTC
Abebe Belew,29871076,151000,1054,2023-03-24 23:04:44 UTC
Adebabay Media,13015868,99300,912,2023-03-24 23:04:44 UTC
Alpha Media አልፋ ሚዲያ,5241102,39500,959,2023-03-24 23:04:44 UTC
Anchor Ethiopia ,6199339,79100,228,2023-03-24 23:04:44 UTC
Andafta,269274484,889000,5960,2023-03-24 23:04:44 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,615998,15800,86,2023-03-24 23:04:44 UTC
Ashara Media - አሻራ ሚዲያ,2745237,34200,742,2023-03-24 23:04:44 UTC
EMS (Ethiopian Media Services),43869238,222000,1017,2023-03-24 23:04:44 UTC
ESATtv Ethiopia,197282667,641000,8768,2023-03-24 23:04:44 UTC
ETHIO 251 MEDIA ,13040768,108000,909,2023-03-24 23:04:44 UTC
Ethio 360 Media,228103876,581000,3978,2023-03-24 23:04:44 UTC
Ethio News - ኢትዮ ኒውስ,28665015,163000,1415,2023-03-24 23:04:44 UTC
EthioTube,40299788,224000,1749,2023-03-24 23:04:44 UTC
Feta Daily News,147911845,582000,976,2023-03-24 23:04:44 UTC
GEBEYANU,10260167,107000,632,2023-03-24 23:04:44 UTC
MENELIK TELEVISION 3,202341,2480,109,2023-03-24 23:04:44 UTC
Mager Media - ማገር ,1195951,22700,318,2023-03-24 23:04:44 UTC
Mengizem Media ምንጊዜም ሚዲያ,3619977,31000,1278,2023-03-24 23:04:44 UTC
OMN,110116633,512000,9627,2023-03-24 23:04:44 UTC
Reyot,42839024,189000,2056,2023-03-24 23:04:44 UTC
Roha ,11272642,94700,945,2023-03-24 23:04:44 UTC
Terara Network,3389661,45100,276,2023-03-24 23:04:44 UTC
Tigrai Media House,154852072,351000,5449,2023-03-24 23:04:44 UTC
Zara Media Network - ዛራ,20961750,128000,399,2023-03-24 23:04:44 UTC
ኢትዮ ሰላም  Ethio Selam,2783618,36300,116,2023-03-24 23:04:44 UTC
ዓባይ ዜና - Abbay News,17754164,335000,1167,2023-03-24 23:04:44 UTC
Abebe Belew,29902724,151000,1055,2023-03-25 23:04:47 UTC
Adebabay Media,13019066,99300,912,2023-03-25 23:04:47 UTC
Alpha Media አልፋ ሚዲያ,5255328,39600,961,2023-03-25 23:04:47 UTC
Anchor Ethiopia ,6259081,79200,229,2023-03-25 23:04:47 UTC
Andafta,269315002,889000,5960,2023-03-25 23:04:47 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,634915,15900,86,2023-03-25 23:04:47 UTC
Ashara Media - አሻራ ሚዲያ,2777565,34300,745,2023-03-25 23:04:47 UTC
EMS (Ethiopian Media Services),43967343,222000,1020,2023-03-25 23:04:47 UTC
ESATtv Ethiopia,197297993,641000,8772,2023-03-25 23:04:47 UTC
ETHIO 251 MEDIA ,13056520,108000,910,2023-03-25 23:04:47 UTC
Ethio 360 Media,228302356,582000,3981,2023-03-25 23:04:47 UTC
Ethio News - ኢትዮ ኒውስ,28735959,163000,1416,2023-03-25 23:04:47 UTC
EthioTube,40301564,224000,1749,2023-03-25 23:04:47 UTC
Feta Daily News,148031963,582000,978,2023-03-25 23:04:47 UTC
GEBEYANU,10260888,107000,633,2023-03-25 23:04:47 UTC
MENELIK TELEVISION 3,205564,2490,112,2023-03-25 23:04:47 UTC
Mager Media - ማገር ,1196152,22800,319,2023-03-25 23:04:47 UTC
Mengizem Media ምንጊዜም ሚዲያ,3625784,31000,1280,2023-03-25 23:04:47 UTC
OMN,110155965,512000,9632,2023-03-25 23:04:47 UTC
Reyot,42867894,189000,2058,2023-03-25 23:04:47 UTC
Roha ,11292144,94700,948,2023-03-25 23:04:47 UTC
Terara Network,3389686,45100,276,2023-03-25 23:04:47 UTC
Tigrai Media House,154885594,351000,5452,2023-03-25 23:04:47 UTC
Zara Media Network - ዛራ,21004019,128000,401,2023-03-25 23:04:47 UTC
ኢትዮ ሰላም  Ethio Selam,2814842,36400,116,2023-03-25 23:04:47 UTC
ዓባይ ዜና - Abbay News,17764591,335000,1169,2023-03-25 23:04:47 UTC
Abebe Belew,29958909,152000,1056,2023-03-26 23:04:39 UTC
Adebabay Media,13022564,99300,912,2023-03-26 23:04:39 UTC
Alpha Media አልፋ ሚዲያ,5266433,39600,963,2023-03-26 23:04:39 UTC
Anchor Ethiopia ,6310068,79200,229,2023-03-26 23:04:39 UTC
Andafta,269341936,889000,5961,2023-03-26 23:04:39 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,648780,16000,87,2023-03-26 23:04:39 UTC
Ashara Media - አሻራ ሚዲያ,2803136,34400,748,2023-03-26 23:04:39 UTC
EMS (Ethiopian Media Services),44049627,222000,1021,2023-03-26 23:04:39 UTC
ESATtv Ethiopia,197312845,641000,8777,2023-03-26 23:04:39 UTC
ETHIO 251 MEDIA ,13091560,108000,910,2023-03-26 23:04:39 UTC
Ethio 360 Media,228536299,582000,3984,2023-03-26 23:04:39 UTC
Ethio News - ኢትዮ ኒውስ,28777401,164000,1416,2023-03-26 23:04:39 UTC
EthioTube,40303501,224000,1749,2023-03-26 23:04:39 UTC
Feta Daily News,148178923,582000,979,2023-03-26 23:04:39 UTC
GEBEYANU,10261792,107000,634,2023-03-26 23:04:39 UTC
MENELIK TELEVISION 3,209118,2510,112,2023-03-26 23:04:39 UTC
Mager Media - ማገር ,1199039,22900,320,2023-03-26 23:04:39 UTC
Mengizem Media ምንጊዜም ሚዲያ,3628949,31100,1283,2023-03-26 23:04:39 UTC
OMN,110203234,512000,9636,2023-03-26 23:04:39 UTC
Reyot,42914408,189000,2059,2023-03-26 23:04:39 UTC
Roha ,11326827,94800,952,2023-03-26 23:04:39 UTC
Terara Network,3389706,45100,276,2023-03-26 23:04:39 UTC
Tigrai Media House,154920181,351000,5455,2023-03-26 23:04:39 UTC
Zara Media Network - ዛራ,21058932,128000,402,2023-03-26 23:04:39 UTC
ኢትዮ ሰላም  Ethio Selam,2846140,36500,116,2023-03-26 23:04:39 UTC
ዓባይ ዜና - Abbay News,17779674,335000,1170,2023-03-26 23:04:39 UTC
Abebe Belew,30039046,152000,1057,2023-03-27 23:04:46 UTC
Adebabay Media,13025666,99300,912,2023-03-27 23:04:46 UTC
Alpha Media አልፋ ሚዲያ,5283545,39600,967,2023-03-27 23:04:46 UTC
Anchor Ethiopia ,6330607,79500,231,2023-03-27 23:04:46 UTC
Andafta,269371047,889000,5962,2023-03-27 23:04:46 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,655158,16000,87,2023-03-27 23:04:46 UTC
Ashara Media - አሻራ ሚዲያ,2830105,34500,752,2023-03-27 23:04:46 UTC
EMS (Ethiopian Media Services),44085918,222000,1024,2023-03-27 23:04:46 UTC
ESATtv Ethiopia,197329703,641000,8784,2023-03-27 23:04:46 UTC
ETHIO 251 MEDIA ,13111761,109000,910,2023-03-27 23:04:46 UTC
Ethio 360 Media,228731657,582000,3988,2023-03-27 23:04:46 UTC
Ethio News - ኢትዮ ኒውስ,28796893,164000,1418,2023-03-27 23:04:46 UTC
EthioTube,40305670,224000,1749,2023-03-27 23:04:46 UTC
Feta Daily News,148306740,583000,981,2023-03-27 23:04:46 UTC
GEBEYANU,10263418,107000,634,2023-03-27 23:04:46 UTC
MENELIK TELEVISION 3,212076,2560,115,2023-03-27 23:04:46 UTC
Mager Media - ማገር ,1207790,22900,322,2023-03-27 23:04:46 UTC
Mengizem Media ምንጊዜም ሚዲያ,3635538,31100,1284,2023-03-27 23:04:46 UTC
OMN,110249293,512000,9641,2023-03-27 23:04:46 UTC
Reyot,42974880,189000,2061,2023-03-27 23:04:46 UTC
Roha ,11373804,94900,954,2023-03-27 23:04:46 UTC
Terara Network,3389749,45100,276,2023-03-27 23:04:46 UTC
Tigrai Media House,154964465,351000,5459,2023-03-27 23:04:46 UTC
Zara Media Network - ዛራ,21095467,128000,404,2023-03-27 23:04:46 UTC
ኢትዮ ሰላም  Ethio Selam,2857216,36600,117,2023-03-27 23:04:46 UTC
ዓባይ ዜና - Abbay News,17788047,335000,1172,2023-03-27 23:04:46 UTC
Abebe Belew,30116634,152000,1058,2023-03-28 23:04:53 UTC
Adebabay Media,13027625,99300,913,2023-03-28 23:04:53 UTC
Alpha Media አልፋ ሚዲያ,5302908,39600,970,2023-03-28 23:04:53 UTC
Anchor Ethiopia ,6415473,79600,231,2023-03-28 23:04:53 UTC
Andafta,269398442,889000,5963,2023-03-28 23:04:53 UTC
Arat Kilo Media አራት ኪሎ ሚዲያ ,659856,16000,88,2023-03-28 23:04:53 UTC
Ashara Media - አሻራ ሚዲያ,2856591,34500,756,2023-03-28 23:04:53 UTC
EMS (Ethiopian Media Services),44151488,222000,1028,2023-03-28 23:04:53 UTC
ESATtv Ethiopia,197344028,641000,8792,2023-03-28 23:04:53 UTC
ETHIO 251 MEDIA ,13124411,109000,911,2023-03-28 23:04:53 UTC
Ethio 360 Media,228997953,582000,3992,2023-03-28 23:04:53 UTC
Ethio News - ኢትዮ ኒውስ,28845644,164000,1420,2023-03-28 23:04:53 UTC
