id,snippet.title,snippet.description,snippet.publishedAt,snippet.thumbnails.high.url,snippet.country,contentDetails.relatedPlaylists.uploads,topicDetails.topicCategories
UC3-RNH75BEZslJLEoIAxa2A,DW Amharic,"ስለ ኢትዮጵያ እና መላው ዓለም በየቀኑ ከመሀል አውሮጳ የምናስተላልፈውን የዕለቱን ዋና ዋና ዜና ለማድመጥ አለያም ለመመልከት ይከተሉን ። ዶይቸ ቬለ (DW) በዓለም የሚከሰቱ የሰበር ዜና መረጃዎችን ከስር መሰረታቸው በጥልቀት በመፈተሽ ያቀርባል ። ተመልካቾቻችን ጉዳዬ የሚሏቸውን ርእሰ ጉዳዮች ወኪሎቻችን ከቦታው ዝርዝር ትንታኔ በመሥራት ያቀርባሉ ። ዶይቸ ቬለ በ30 ቋንቋዎች የሚያሰራጭ የጀርመን ዓለም አቀፍ ጣቢያ ነው ። በኢትዮጵያ፤ በአፍሪቃ እና መላው ዓለም የሚከሰቱ ማኅበራዊ፤ ፖለቲካዊ እና ኤኮኖሚያዊ መረጃዎችን የጀርመን እና የሌሎች ምልከታዎችን በማሰናሰል በገለልተኛነት እንዘግባለን ። በአፍሪቃ ቀንድ፦ በኤርትራ፣ ሶማሊያ፣ ሱዳን፣ ጅቡቲ  የሚከሰቱ ጉዳዮችን እንዘግባለን ።

ዶይቸቬለ በተለያዩ ሰዎች እና ባሕሎች መካከል ያሉ ልዩነቶች ግንዛቤ እንዲያገኙ አበረታታለሁ ብሎ ተስፋ ያደርጋል ። በጀርመን መንግሥት የገንዘብ ድጋፍ ቢያገኝም የዶይቸ ቬለ ሥራ ቁጥጥር የሚደረግበት በዶይቸ ቬለ ደንብ ነው ። ያ ማለት ዘገባዎቻችን ምንጊዜም ከመንግሥት ጫና ነጻ ናቸው ። እዚህ የምትሰጧቸው አስተያየቶችን እና የምታደርጓቸው ውይይቶች ንጹሕ እና በመከባበር ላይ የተመሠረቱ እንዲሆኑ በትህትና እንጠይቃለን ። ለተጨማሪ መረጃ ከታች የሚገኘውን የዶይቸ ቬለ የሥነ-ምግባር ደንብ (Netiquette) መመልከት ትችላላችሁ ።
",2021-05-25T15:04:27.452386Z,https://yt3.ggpht.com/f0_AswquPDP3Yhv6lrmB-XYk_OtlPQXyAUaXrIbeWOTGLi5AxMjPs5vlaKOayOXQr2smhE75Rg=s800-c-k-c0x00ffffff-no-rj,DE,UU3-RNH75BEZslJLEoIAxa2A,['https://en.wikipedia.org/wiki/Society']
UC_m5g0TeOmYTPb535BLWd9Q,Ethio News_ኢትዮ ኒውስ ቻናል 2,"The Channel provides News,News analysis,opinions on the current affairs of Ethiopia and Global ,informing,entertaining..!!",2023-11-30T13:43:49.225566Z,https://yt3.ggpht.com/ShWRFzV6VD8cKYU2ZxgLTC0A0L0HR7W5aPXG7LMFSrIyWQbjX0CdaGRgBgxFHKPAPJcj8jX8TA=s800-c-k-c0x00ffffff-no-rj,US,UU_m5g0TeOmYTPb535BLWd9Q,['https://en.wikipedia.org/wiki/Society']
UC5OePohJjdkd0Uwm3r1cThA,VOA Amharic,"ቪኦኤ-አማርኛ በዲጂታል፣ በራዲዮና በቴሌቪዥን ዜናና ዘገባዎችን ለአድማጭና ለተመልካች ያቀርባል።

ከመቶ አሥር ሚሊየን በላይ የሚገመት ህዝብ ያላት ኢትዮጵያ የመንግሥት የሥራ ቋንቋ አማርኛ ነው።  ቪኦኤ አማርኛን ከአዋቂው ህዝብ አንድ አምስተኛ የሚሆነው  እንደሚያዳምጥ በቅርቡ የተካሄዱ ቅኝቶች አሳይተዋል። ይህ የአድማጭ ቁጥር ቪኦኤ ከሚያሠራጭባቸው ማንኛውቸም ቋንቋዎች አድማጭ ቁጥር እጅግ የሰፋው ነው።

ቪኦኤ-አማርኛ ስለ ኢትዮጵያ፣ ኤርትራ፣ አፍሪካ፣ ዩናይትድ ስቴትስ እና ዓለም አቀፍ በዲጂታል፣ በራዲዮና በቴሌቪዥን ዜናና ዘገባዎችን ለአድማጭና ለተመልካች ያቀርባል።

VOA Amharic reaches our audience on digital, radio, and TV, delivering news and content about Ethiopia, Eritrea, Africa and United States. We will also be bringing you Health Shows, Youth Shows, Democracy Field, Women’s Shows, Sports Shows on different days, stay tuned.

330 Independence Ave SW
Washington, D.C. 20237
+1 (202) 205-9942 Ext 14
",2010-09-28T01:03:45Z,https://yt3.ggpht.com/wTKp_vvFfHc12M7xYZO5yw9EGJKhw9mH2S5sr1FCVxcswRv8_cPNb-WB-1zi2tW8gZDxpxyK1Ek=s800-c-k-c0x00ffffff-no-rj,,UU5OePohJjdkd0Uwm3r1cThA,"['https://en.wikipedia.org/wiki/Television_program', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Entertainment']"
UCQwdCM4dBMgxPh0UZa8PIow,Wazema Radio,"“ዋዜማ ሬዲዮ” ለተሻለና ሚዛናዊ መረጃ ፍሰት የሚሰራ የሚዲያ ተቋም ነው።  ይከታተሉን!
ቴሌግራም ላይ wazema_radio
",2014-06-01T07:24:49Z,https://yt3.ggpht.com/GE9eLiQNoR_unsvxdFRfoIaWeT3WQyPqrxZJH14wio2eC43QA8E9My1o1VdBWnMdF2XB76-a=s800-c-k-c0x00ffffff-no-rj,US,UUQwdCM4dBMgxPh0UZa8PIow,['https://en.wikipedia.org/wiki/Society']
UCb3euYUGSY7REtF8NDsMLsA,Dawit Dreams,"Welcome to the official YouTube channel of Dawit Dreams.

Dawit Dreams is a life couch and Author of ""ትልቅ ሕልም አለኝ"" book. His book ""ትልቅ ሕልም አለኝ"" has been sold more than 80,000 copies and available in all book stores.

He has empowered more than 5 million Ethiopians throughout the world by face-to-face classes, Government office training programs, educational Podcast, educational videos, morning quotes and now with live events. For more than six years, thousands of people have enjoyed the warmth, humor, and transformational power of Dawit Dreams personal development class.
",2013-12-24T17:22:24Z,https://yt3.ggpht.com/ZTTOh5qKnsTdoEelA1hqWBoyfHdMFgDiEaXpxM-gbajGE4wE5m6zVwOgz-NNirsyYEtvqJYy_A=s800-c-k-c0x00ffffff-no-rj,GB,UUb3euYUGSY7REtF8NDsMLsA,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Entertainment']"
UCdQ-5b2xJiCWgxinWo4NX7w,Dejaf TV,Dejaf TV is an Ethiopian infotainment channel that aspires to entertain and enlighten.,2022-04-18T17:16:29.391321Z,https://yt3.ggpht.com/m2Wy9Itl9CS1Cb649kEqyoewJkbqbZB65sxGU0ptSLP2s9WM4rZRJ8XOXVEYVbmB9hVohylU=s800-c-k-c0x00ffffff-no-rj,KE,UUdQ-5b2xJiCWgxinWo4NX7w,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Entertainment']"
UCkOxp2i-ltA9jj0uSamcFWQ,Gugut Podcast,"Gugut is an entertainment/educational podcast which is focused on discussing different perspectives on philosophy and day-to-day lives of everyday people.


",2020-05-20T12:06:59.649189Z,https://yt3.ggpht.com/zNlnUA9mZ-j3Be25JaRncD4jIaMeluEIN-xKBZyjhDkNLGYws1Rg--56apQUXrHHBR6OnP5kChI=s800-c-k-c0x00ffffff-no-rj,US,UUkOxp2i-ltA9jj0uSamcFWQ,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Entertainment']"
UCzKNuQ80qNSpt2x-7dsazJg,MERI PODCAST,"Meri Podcast is an Ethiopian business podcast hosted by entrepreneurs Kenean and Tigabu featuring the greatest entrepreneurs and uncovering what made them successful.

Meri Podcast's vision is to build a strong and vibrant private sector in Ethiopia and beyond, through storytelling and content creation. We aspire to be the leading source of knowledge, inspiration, and education for entrepreneurs and executives, helping them to achieve their goals and transform the economy. We invite you to be part of the new movement.

",2015-02-28T17:46:35Z,https://yt3.ggpht.com/kN7CanHrXmqCy4N5XBKQWiBZoWYe36PStEiGP3Pvc_R2CkdT-MEYxXiG1NlcuIuxQptbYCVuVGE=s800-c-k-c0x00ffffff-no-rj,US,UUzKNuQ80qNSpt2x-7dsazJg,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Knowledge']"
UCqGE-jrAMzhipIWivRsaI5A,Donkey Tube,"Donkey Tube is a Media Company that mainly focuses on echoing a voice to the voiceless, donkey tube has been working hard in raising awareness in different sociological matters for the last 3 and more years. holding more than 40 employees in it's realm, this media company has been the reason for the change of so many lives throughout the country.

Comedian Eshetu Melese meticulously brought this company from the start with his colleagues. Comedian Eshetu is an Ethiopian based Standup Comedian, Entrepreneur and philanthropist who devoted his life in to making this world a better place. he created stages and made his own voice heard by so many people raising awareness by disguising it via humor and comedy.
",2017-05-12T09:49:44Z,https://yt3.ggpht.com/WN-YKsmNFhtMe1pP9IsZlsYb7Rlqe1i28iwDTjqQXleCDGAp-piF45Ob_zt6wEEi5wS7CX_ZsA=s800-c-k-c0x00ffffff-no-rj,US,UUqGE-jrAMzhipIWivRsaI5A,"['https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Entertainment']"
UCsNubCFfRG-jcQcWF9owGTw,Finote Godana,"Welcome to Finote Godana Media, your source for daily updates on Ethiopian news and media. We are committed to providing fresh content regularly to keep our audience informed and entertained.

ፍኖተ ጎዳና ሚድያ፣ በኢትዮጵያ የፖለቲካ፣ የኢኮኖሚና የዲፕሎማሲ ጉዳዮች ላይ ጥልቅ ትንታኔ የሚሰጥ የዩቱዩብ ቻናል ነው።
Follow us:-
Facebook:- https://www.facebook.com/profile.php?id=100081396876456

Ethiopia | Ethiopian News | Abiy Ahmed  | TPLF| Debretsion Gebremichael | Zehabesha News | Ethio Forum | Andafta | Seyoum Teshome | Eritrea News | Ethio Forum | Abel Birhanu | Seifu on EBS | Getachew Reda | Ethio 360 | Esat News | ሰበር ዜና | መረጃ | አብይ አህመድ | ህወሃት | Joe Binden | Trump | Isaias Afewerki Junta | Dishta Gina | Zehabesha | Abel Birhanu | Getachew Reda | TPLF | Amhara | Ethio Forum | Ethio FM | ሰብስክራይብ አርጉ | Kana Television | Nahoo TV | Kana TV | Kana rama | Kana Television | EBS TV WorldWide | JTV Ethiopia | LTV Ethiopia | ENN Television | New Ethiopian music | New Ethiopian Movie | Hope Music Ethiopian EthioTimes | JTV Min Addis
",2024-03-15T14:28:27.042395Z,https://yt3.ggpht.com/HMe9Q1p1uaP0GopGkqEjDv5TPHAK5rf8HndV1DdsCzEYiATS2NLmWR-2pfx6R_v80XIkrH6L9w=s800-c-k-c0x00ffffff-no-rj,US,UUsNubCFfRG-jcQcWF9owGTw,"['https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Society']"
UCnLwoa0AWoSgbb-7dM_j0OQ,Ghion TV Multimedia,"Ghion Satalite Television (GTV) is a private media which is established in 2024 by the renowned journalist Minalachew Simachew who has a 20 years of proven experiance in brodcast media.. GTV advocates for the survival of the Amhara people by refuting the false narrative that was preached against Amhara by different anti Ethiopia forces for decades. Ghion Television is a well-founded and authentic media platform through satellite television and short-wave radio stations. All or some of the programs streamed on Ghion Television outlets will also be shared on different social media platforms such as YouTube, Facebook, tweeter, tikt0k ,rumble etc.",2020-08-02T16:38:04.005446Z,https://yt3.ggpht.com/QV7f6ZBcoolq_6p__8ukKhovAmoQBRXeKaw6nvSmuKMA0qbmCDkxTJk-hToFir26Tvqe9n4JLBs=s800-c-k-c0x00ffffff-no-rj,US,UUnLwoa0AWoSgbb-7dM_j0OQ,['https://en.wikipedia.org/wiki/Society']
UCR9FW-7YPXYQE4U6UkuXM4A,TELES NEWS -ጠለስ ኒውስ,"ጠለስ ኒውስ ጠቃሚ ምልከታዎችን፥ ሐሳቦችን እና መረጃዎችን የሚያደርስ እንዲሁም ለድምጽ አልባዎች ድምጽ የሚለግስ ሚዲያ መሆኑን አውቃችሁ ሰብስክራይብ እንድታደርጉና ቤተሰብ እንድትሆኑን በአክብሮት እንጠይቃለን፡፡
",2013-01-29T07:13:11Z,https://yt3.ggpht.com/3FBfj5DB51O2ocUtRBg2novLh4jEyJX-pOvqALi_BklJOJMvKSrRntvb5wsofJNLiP7fYNT2_pA=s800-c-k-c0x00ffffff-no-rj,US,UUR9FW-7YPXYQE4U6UkuXM4A,['https://en.wikipedia.org/wiki/Society']
UCZgV1BFnyDJ2g5MuU6Crn1A,Yeha Media - የሓ ሚዲያ,38cb82dbff97ed5d7f7e,2023-10-16T05:58:25.421294Z,https://yt3.ggpht.com/cGJAwV8H8zK0JYKiRQX1hzUpbMcVOG9gmaxz9O3OYu_CmmCrQAuKZI_Wqc5eDQWBJ5JNvH11yg=s800-c-k-c0x00ffffff-no-rj,US,UUZgV1BFnyDJ2g5MuU6Crn1A,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Music_of_Asia', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Music']"
